ParkingGeohash,AvgLatitude,AvgLongitude,City,County,State,Country,ISO_3166_2,AvgTimeToPark,AvgTimeToParkRatio,TotalSearching,PercentSearching,AvgUniqueGeohashes,AvgTotalGeohashes,CirclingDistribution,HourlyDistribution,PercentCar,PercentMPV,PercentLDT,PercentMDT,PercentHDT,PercentOther,UpdateDate,Version
dphujhp,40.10127,-83.09044,Columbus,Franklin,Ohio,United States of America,US-OH,2.8377,1.0613,27,0.0425,4.3333,7.3162,"{""dphujhr"":0.0766, ""dphujhp"":0.1158, ""dphuj5z"":0.1221, ""dphujk2"":0.0756, ""dphujhq"":0.1754, ""dphuj5y"":0.1903, ""dphujk0"":0.0698, ""dphuj7b"":0.1419, ""dphujhn"":0.0325}","{""00"": null, ""01"": null, ""02"": null, ""03"": null, ""04"": null, ""05"": null, ""06"": null, ""07"": null, ""08"": null, ""09"": 0.1111, ""10"": 0.1111, ""11"": 0.1111, ""12"": 0.1111, ""13"": 0.1111, ""14"": 0.1111, ""15"": 0.1111, ""16"": 0.1111, ""17"": 0.1111, ""18"": null, ""19"": null, ""20"": null, ""21"": null, ""22"": null, ""23"": null}",0.6296,0,0.3333,0,0.037,0,2018-05-02,1.1
dphgr32,39.95354,-83.00082,Columbus,Franklin,Ohio,United States of America,US-OH,5.8121,1.2918,88,0.0523,6.25,9.2045,"{""dphgr33"":0.1355, ""dphgr32"":0.2683, ""dphgr39"":0.1363, ""dphgr38"":0.1477, ""dphgr1p"":0.0569, ""dphgr1r"":0.0812, ""dphgr1x"":0.0516, ""dphgr31"":0.0206, ""dphgr30"":0.1018}","{""00"": null, ""01"": 0.0654, ""02"": null, ""03"": 0.0654, ""04"": 0.0654, ""05"": null, ""06"": null, ""07"": 0.0654, ""08"": 0.0841, ""09"": 0.0654, ""10"": 0.0654, ""11"": 0.0654, ""12"": 0.0654, ""13"": 0.0654, ""14"": 0.0654, ""15"": 0.0654, ""16"": 0.0654, ""17"": 0.0654, ""18"": null, ""19"": 0.0654, ""20"": null, ""21"": null, ""22"": null, ""23"": null}",0.4659,0.1023,0.4091,0,0,0.0227,2018-05-02,1.1
dphgr36,39.9539,-82.99837,Columbus,Franklin,Ohio,United States of America,US-OH,5.1519,1.6261,109,0.0504,5.0734,7.5688,"{""dphgr36"":0.1366, ""dphgr39"":0.1108, ""dphgr3d"":0.1656, ""dphgr3e"":0.1328, ""dphgr34"":0.0803, ""dphgr31"":0.0865, ""dphgr35"":0.0587, ""dphgr37"":0.1379, ""dphgr33"":0.0908}","{""00"": null, ""01"": null, ""02"": null, ""03"": null, ""04"": 0.0522, ""05"": 0.0522, ""06"": 0.0522, ""07"": 0.0522, ""08"": 0.0522, ""09"": 0.0522, ""10"": 0.0522, ""11"": 0.0551, ""12"": 0.0578, ""13"": 0.0522, ""14"": 0.0522, ""15"": 0.0522, ""16"": 0.0522, ""17"": 0.0522, ""18"": 0.0522, ""19"": null, ""20"": 0.0522, ""21"": 0.0522, ""22"": 0.0522, ""23"": 0.0522}",0.7982,0.0917,0.1009,0,0,0.0092,2018-05-02,1.1
dphgr3d,39.95503,-82.99813,Columbus,Franklin,Ohio,United States of America,US-OH,5.4694,1.757,48,0.0367,5.1042,8.125,"{""dphgr3c"":0.1088, ""dphgr3e"":0.1442, ""dphgr3g"":0.1652, ""dphgr36"":0.1442, ""dphgr39"":0.0765, ""dphgr3d"":0.1119, ""dphgr3f"":0.0536, ""dphgr37"":0.118, ""dphgr33"":0.0775}","{""00"": null, ""01"": null, ""02"": null, ""03"": null, ""04"": 0.0667, ""05"": null, ""06"": 0.0667, ""07"": 0.0667, ""08"": 0.0667, ""09"": 0.0667, ""10"": 0.0667, ""11"": 0.0667, ""12"": 0.0667, ""13"": 0.0667, ""14"": 0.0667, ""15"": 0.0667, ""16"": 0.0667, ""17"": 0.0667, ""18"": 0.0667, ""19"": null, ""20"": null, ""21"": 0.0667, ""22"": null, ""23"": null}",0.7708,0.0417,0.1875,0,0,0,2018-05-02,1.1
dphgr6b,39.96219,-83.00129,Columbus,Franklin,Ohio,United States of America,US-OH,5.6244,1.0496,15,0.1282,4.3333,7.6667,"{""dphgr71"":0.08, ""dphgr70"":0.0796, ""dphgr6b"":0.1352, ""dphgr4x"":0.2054, ""dphgr5p"":0.1868, ""dphgr69"":0.0477, ""dphgr68"":0.0912, ""dphgr4z"":0.1122, ""dphgr6c"":0.0619}","{""00"": null, ""01"": null, ""02"": null, ""03"": null, ""04"": null, ""05"": 0.25, ""06"": null, ""07"": 0.125, ""08"": null, ""09"": 0.125, ""10"": 0.125, ""11"": 0.125, ""12"": null, ""13"": 0.125, ""14"": 0.125, ""15"": null, ""16"": null, ""17"": null, ""18"": null, ""19"": null, ""20"": null, ""21"": null, ""22"": null, ""23"": null}",0.0667,0.0667,0.8,0,0,0.0667,2018-05-02,1.1
dphgr6r,39.95982,-82.99126,Columbus,Franklin,Ohio,United States of America,US-OH,5.506,1.2178,14,0.0591,5.3571,8.2143,"{""dphgr6w"":0.0886, ""dphgr6n"":0.1055, ""dphgrd2"":0.2109, ""dphgr6x"":0.0985, ""dphgrd8"":0.1201, ""dphgrd0"":0.0565, ""dphgr6q"":0.1009, ""dphgr6r"":0.1767, ""dphgr6p"":0.0422}","{""00"": null, ""01"": null, ""02"": null, ""03"": null, ""04"": null, ""05"": 0.1071, ""06"": 0.1071, ""07"": null, ""08"": null, ""09"": null, ""10"": 0.1429, ""11"": 0.1071, ""12"": 0.1071, ""13"": 0.1071, ""14"": null, ""15"": 0.1071, ""16"": null, ""17"": 0.1071, ""18"": null, ""19"": null, ""20"": null, ""21"": null, ""22"": null, ""23"": 0.1071}",0.2143,0.3571,0.4286,0,0,0,2018-05-02,1.1
dpj5fmt,40.06508,-82.86219,Columbus,Franklin,Ohio,United States of America,US-OH,4.8762,1.1988,7,0.1628,4.4286,6.7143,"{""dpj5fmt"":0.1801, ""dpj5fmv"":0.4411, ""dpj5fmm"":0.0158, ""dpj5fms"":0.155, ""dpj5fmw"":0.0449, ""dpj5fmk"":0.1631}","{""00"": null, ""01"": null, ""02"": null, ""03"": null, ""04"": null, ""05"": null, ""06"": null, ""07"": null, ""08"": null, ""09"": null, ""10"": 0.25, ""11"": 0.25, ""12"": 0.25, ""13"": null, ""14"": null, ""15"": null, ""16"": 0.25, ""17"": null, ""18"": null, ""19"": null, ""20"": null, ""21"": null, ""22"": null, ""23"": null}",0.4286,0,0.1429,0,0,0.4286,2018-05-02,1.1
dphup9u,40.08792,-82.98435,Columbus,Franklin,Ohio,United States of America,US-OH,3.3175,1.4522,21,0.3962,4.0952,6.381,"{""dphup9e"":0.0556, ""dphup9s"":0.0398, ""dphup9g"":0.703, ""dphup9t"":0.0676, ""dphup9u"":0.1341}","{""00"": null, ""01"": null, ""02"": null, ""03"": null, ""04"": null, ""05"": null, ""06"": null, ""07"": null, ""08"": null, ""09"": 0.0909, ""10"": 0.0909, ""11"": null, ""12"": 0.0909, ""13"": 0.0909, ""14"": 0.0909, ""15"": null, ""16"": 0.0909, ""17"": 0.0909, ""18"": 0.0909, ""19"": null, ""20"": null, ""21"": 0.0909, ""22"": 0.0909, ""23"": 0.0909}",0.4286,0.0952,0.2857,0,0.0476,0.1429,2018-05-02,1.1
dphum20,40.12289,-83.08887,Columbus,Franklin,Ohio,United States of America,US-OH,5.5667,2.0182,14,0.1573,4.9286,7.6429,"{""dphum20"":0.2187, ""dphujrb"":0.0937, ""dphum22"":0.1295, ""dphujpz"":0.197, ""dphum0p"":0.1472, ""dphum21"":0.0784, ""dphum0r"":0.1355}","{""00"": null, ""01"": null, ""02"": null, ""03"": null, ""04"": null, ""05"": null, ""06"": null, ""07"": 0.125, ""08"": 0.125, ""09"": 0.125, ""10"": 0.125, ""11"": 0.125, ""12"": null, ""13"": null, ""14"": null, ""15"": 0.125, ""16"": null, ""17"": null, ""18"": null, ""19"": 0.125, ""20"": 0.125, ""21"": null, ""22"": null, ""23"": null}",0.0714,0.1429,0.2857,0,0.1429,0.3571,2018-05-02,1.1
dphgrjr,39.97544,-83.00221,Columbus,Franklin,Ohio,United States of America,US-OH,5.344,1.5776,14,0.28,5.7143,9.3571,"{""dphgrm2"":0.0916, ""dphgrjp"":0.1828, ""dphgrm0"":0.0876, ""dphgrjn"":0.0832, ""dphgrjr"":0.1701, ""dphgrjq"":0.1005, ""dphgrjx"":0.1668, ""dphgrjw"":0.1174}","{""00"": null, ""01"": null, ""02"": null, ""03"": null, ""04"": null, ""05"": null, ""06"": 0.125, ""07"": 0.125, ""08"": 0.125, ""09"": 0.125, ""10"": 0.125, ""11"": null, ""12"": null, ""13"": null, ""14"": 0.125, ""15"": null, ""16"": 0.125, ""17"": null, ""18"": null, ""19"": null, ""20"": null, ""21"": null, ""22"": 0.125, ""23"": null}",0.0714,0.0714,0.8571,0,0,0,2018-05-02,1.1
dphgr31,39.95242,-82.99953,Columbus,Franklin,Ohio,United States of America,US-OH,4.6679,1.1082,14,0.2414,5.9286,10.5714,"{""dphgr31"":0.1938, ""dphgr2f"":0.0344, ""dphgr36"":0.1023, ""dphgr34"":0.0824, ""dphgr30"":0.1638, ""dphgr2b"":0.0511, ""dphgr33"":0.2393, ""dphgr2c"":0.133}","{""00"": null, ""01"": null, ""02"": null, ""03"": null, ""04"": null, ""05"": null, ""06"": null, ""07"": null, ""08"": 0.1429, ""09"": 0.1429, ""10"": 0.1429, ""11"": 0.1429, ""12"": 0.1429, ""13"": 0.1429, ""14"": 0.1429, ""15"": null, ""16"": null, ""17"": null, ""18"": null, ""19"": null, ""20"": null, ""21"": null, ""22"": null, ""23"": null}",0.0714,0.0714,0.8571,0,0,0,2018-05-02,1.1
dphgrk4,39.96891,-82.99847,Columbus,Franklin,Ohio,United States of America,US-OH,5.6593,1.2453,9,0.3333,4.7778,7,"{""dphgr7c"":0.1142, ""dphgr7f"":0.1101, ""dphgrk1"":0.2132, ""dphgr7g"":0.0836, ""dphgrk6"":0.0881, ""dphgrk4"":0.2539, ""dphgrk5"":0.1369}","{""00"": null, ""01"": null, ""02"": null, ""03"": null, ""04"": null, ""05"": null, ""06"": null, ""07"": 0.1667, ""08"": null, ""09"": null, ""10"": null, ""11"": null, ""12"": 0.1667, ""13"": 0.1667, ""14"": 0.1667, ""15"": 0.1667, ""16"": null, ""17"": null, ""18"": 0.1667, ""19"": null, ""20"": null, ""21"": null, ""22"": null, ""23"": null}",0.1111,0.3333,0.5556,0,0,0,2018-05-02,1.1
dphgqyb,39.98463,-83.02343,Columbus,Franklin,Ohio,United States of America,US-OH,3.8111,1.0497,9,0.1111,4.8889,7.4444,"{""dphgqyc"":0.1531, ""dphgqxp"":0.0469, ""dphgqz1"":0.0288, ""dphgqwz"":0.1323, ""dphgqy9"":0.0803, ""dphgqy8"":0.1111, ""dphgqyb"":0.3529, ""dphgqz0"":0.0947}","{""00"": null, ""01"": null, ""02"": null, ""03"": null, ""04"": null, ""05"": null, ""06"": null, ""07"": null, ""08"": 0.2, ""09"": null, ""10"": null, ""11"": 0.2, ""12"": null, ""13"": 0.2, ""14"": null, ""15"": null, ""16"": 0.2, ""17"": null, ""18"": 0.2, ""19"": null, ""20"": null, ""21"": null, ""22"": null, ""23"": null}",0.1111,0.2222,0.5556,0,0,0.1111,2018-05-02,1.1
dphgkn6,39.98173,-83.14147,Columbus,Franklin,Ohio,United States of America,US-OH,5.9833,1.8683,9,0.01,4,6.2222,"{""dphgkn7"":0.087, ""dphgknd"":0.07, ""dphgkn6"":0.4983, ""dphgkn9"":0.132, ""dphgkn3"":0.2127}","{""00"": null, ""01"": 0.125, ""02"": null, ""03"": null, ""04"": null, ""05"": null, ""06"": null, ""07"": null, ""08"": null, ""09"": 0.125, ""10"": null, ""11"": null, ""12"": 0.125, ""13"": 0.125, ""14"": null, ""15"": 0.125, ""16"": null, ""17"": 0.125, ""18"": 0.125, ""19"": 0.125, ""20"": null, ""21"": null, ""22"": null, ""23"": null}",0.1111,0.1111,0.4444,0.1111,0,0.2222,2018-05-02,1.1
dpj5c6b,40.04974,-82.91331,Columbus,Franklin,Ohio,United States of America,US-OH,5.7389,1.1993,9,0.1125,5,8,"{""dpj5c4z"":0.1829, ""dpj5c69"":0.0495, ""dpj5c6b"":0.2026, ""dpj5c71"":0.1333, ""dpj5c4x"":0.0908, ""dpj5c6c"":0.049, ""dpj5c70"":0.1877, ""dpj5c68"":0.1041}","{""00"": null, ""01"": null, ""02"": null, ""03"": null, ""04"": null, ""05"": null, ""06"": null, ""07"": null, ""08"": null, ""09"": null, ""10"": 0.2, ""11"": 0.2, ""12"": null, ""13"": 0.2, ""14"": null, ""15"": null, ""16"": null, ""17"": 0.2, ""18"": 0.2, ""19"": null, ""20"": null, ""21"": null, ""22"": null, ""23"": null}",0.1111,0.3333,0.4444,0,0,0.1111,2018-05-02,1.1
dphgqxp,39.9852,-83.02414,Columbus,Franklin,Ohio,United States of America,US-OH,3.263,1.3195,9,0.1731,5.6667,7.8889,"{""dphgqwy"":0.1034, ""dphgqxp"":0.1697, ""dphgqz2"":0.0194, ""dphgqxq"":0.0283, ""dphgqyb"":0.1375, ""dphgqxr"":0.0488, ""dphgqwz"":0.112, ""dphgqz0"":0.0578, ""dphgqxn"":0.3232}","{""00"": null, ""01"": null, ""02"": null, ""03"": null, ""04"": null, ""05"": null, ""06"": null, ""07"": 0.1667, ""08"": null, ""09"": null, ""10"": null, ""11"": 0.1667, ""12"": 0.1667, ""13"": null, ""14"": 0.1667, ""15"": null, ""16"": null, ""17"": 0.1667, ""18"": 0.1667, ""19"": null, ""20"": null, ""21"": null, ""22"": null, ""23"": null}",0.1111,0.3333,0.4444,0,0,0.1111,2018-05-02,1.1
dphgr30,39.95265,-83.00085,Columbus,Franklin,Ohio,United States of America,US-OH,6.3593,2.105,9,0.0928,5.6667,9.1111,"{""dphgr1r"":0.0581, ""dphgr0z"":0.0987, ""dphgr30"":0.2601, ""dphgr32"":0.1383, ""dphgr2c"":0.0756, ""dphgr2b"":0.0439, ""dphgr33"":0.085, ""dphgr1p"":0.0904, ""dphgr31"":0.1497}","{""00"": null, ""01"": null, ""02"": null, ""03"": null, ""04"": null, ""05"": null, ""06"": null, ""07"": null, ""08"": 0.2, ""09"": 0.2, ""10"": 0.2, ""11"": 0.2, ""12"": null, ""13"": 0.2, ""14"": null, ""15"": null, ""16"": null, ""17"": null, ""18"": null, ""19"": null, ""20"": null, ""21"": null, ""22"": null, ""23"": null}",0.2222,0.1111,0.5556,0,0,0.1111,2018-05-02,1.1
dphgr6k,39.95949,-82.99579,Columbus,Franklin,Ohio,United States of America,US-OH,7.8722,1.2707,9,0.1837,5.1111,10.2222,"{""dphgr6t"":0.0598, ""dphgr6h"":0.164, ""dphgr67"":0.1859, ""dphgr6e"":0.0967, ""dphgr6s"":0.1235, ""dphgr6m"":0.051, ""dphgr6k"":0.1909, ""dphgr65"":0.1281}","{""00"": null, ""01"": null, ""02"": null, ""03"": null, ""04"": null, ""05"": null, ""06"": null, ""07"": null, ""08"": 0.1667, ""09"": 0.1667, ""10"": 0.1667, ""11"": 0.1667, ""12"": 0.1667, ""13"": 0.1667, ""14"": null, ""15"": null, ""16"": null, ""17"": null, ""18"": null, ""19"": null, ""20"": null, ""21"": null, ""22"": null, ""23"": null}",0.2222,0,0.6667,0,0,0.1111,2018-05-02,1.1
dphgwx9,40.03214,-83.03241,Columbus,Franklin,Ohio,United States of America,US-OH,5.5852,1.7215,9,0.3333,4,7.8889,"{""dphgwxf"":0.0861, ""dphgwx9"":0.5722, ""dphgwx6"":0.0468, ""dphgwx3"":0.0775, ""dphgwxc"":0.1192, ""dphgwxd"":0.0983}","{""00"": null, ""01"": null, ""02"": null, ""03"": null, ""04"": null, ""05"": 0.125, ""06"": null, ""07"": null, ""08"": 0.125, ""09"": 0.125, ""10"": 0.125, ""11"": 0.125, ""12"": 0.125, ""13"": 0.125, ""14"": 0.125, ""15"": null, ""16"": null, ""17"": null, ""18"": null, ""19"": null, ""20"": null, ""21"": null, ""22"": null, ""23"": null}",0.2222,0,0.7778,0,0,0,2018-05-02,1.1
dphgr67,39.95972,-82.99675,Columbus,Franklin,Ohio,United States of America,US-OH,5.8241,1.3333,18,0.0857,5.0556,7.5556,"{""dphgr67"":0.1221, ""dphgr6d"":0.0666, ""dphgr6e"":0.0879, ""dphgr65"":0.1351, ""dphgr6k"":0.0924, ""dphgr64"":0.0291, ""dphgr6s"":0.1273, ""dphgr6h"":0.1254, ""dphgr66"":0.2141}","{""00"": null, ""01"": null, ""02"": null, ""03"": null, ""04"": null, ""05"": 0.125, ""06"": null, ""07"": 0.125, ""08"": 0.125, ""09"": 0.125, ""10"": 0.125, ""11"": 0.125, ""12"": 0.125, ""13"": 0.125, ""14"": null, ""15"": null, ""16"": null, ""17"": null, ""18"": null, ""19"": null, ""20"": null, ""21"": null, ""22"": null, ""23"": null}",0.0556,0,0.8889,0,0,0.0556,2018-05-02,1.1
