ParkingGeohash,AvgLatitude,AvgLongitude,City,County,State,Country,ISO_3166_2,AvgTimeToPark,AvgTimeToParkRatio,TotalSearching,PercentSearching,AvgUniqueGeohashes,AvgTotalGeohashes,CirclingDistribution,HourlyDistribution,PercentCar,PercentMPV,PercentLDT,PercentMDT,PercentHDT,PercentOther,UpdateDate,Version
dpj5frv,40.07768,-82.86259,Columbus,Franklin,Ohio,United States of America,US-OH,2.8042,1.1032,8,0.1569,4.25,6.5,"{""dpj5frs"":0.4999, ""dpj5frv"":0.1817, ""dpj5fru"":0.0391, ""dpjh42h"":0.1198, ""dpj5frt"":0.0833, ""dpjh42j"":0.0763}","{""00"": null, ""01"": null, ""02"": null, ""03"": null, ""04"": null, ""05"": 0.1429, ""06"": 0.1429, ""07"": null, ""08"": null, ""09"": 0.1429, ""10"": null, ""11"": null, ""12"": null, ""13"": null, ""14"": 0.1429, ""15"": 0.1429, ""16"": 0.1429, ""17"": null, ""18"": 0.1429, ""19"": null, ""20"": null, ""21"": null, ""22"": null, ""23"": null}",0.25,0,0.625,0,0,0.125,2018-05-02,1.1
dphgr2f,39.95128,-82.99845,Columbus,Franklin,Ohio,United States of America,US-OH,3.2708,1.0641,8,0.1379,4.25,7.625,"{""dphgr34"":0.1492, ""dphgr2g"":0.1153, ""dphgr2c"":0.1169, ""dphgr29"":0.1832, ""dphgr2f"":0.1601, ""dphgr31"":0.0646, ""dphgr2e"":0.1158, ""dphgr2d"":0.0948}","{""00"": null, ""01"": null, ""02"": null, ""03"": null, ""04"": null, ""05"": null, ""06"": 0.2, ""07"": 0.2, ""08"": null, ""09"": null, ""10"": 0.2, ""11"": null, ""12"": 0.2, ""13"": null, ""14"": null, ""15"": 0.2, ""16"": null, ""17"": null, ""18"": null, ""19"": null, ""20"": null, ""21"": null, ""22"": null, ""23"": null}",0.25,0,0.75,0,0,0,2018-05-02,1.1
dphfzk3,39.88237,-83.00011,Columbus,Franklin,Ohio,United States of America,US-OH,5.99,2.9617,10,0.1235,4.2,7.1,"{""dphfzk2"":0.1949, ""dphfzk8"":0.0469, ""dphfzk9"":0.159, ""dphfzk3"":0.4038, ""dphfzk6"":0.1076, ""dphfzk0"":0.0878}","{""00"": null, ""01"": null, ""02"": null, ""03"": null, ""04"": null, ""05"": null, ""06"": null, ""07"": 0.125, ""08"": 0.125, ""09"": null, ""10"": 0.125, ""11"": 0.125, ""12"": null, ""13"": 0.125, ""14"": null, ""15"": null, ""16"": 0.125, ""17"": null, ""18"": null, ""19"": 0.125, ""20"": null, ""21"": null, ""22"": 0.125, ""23"": null}",0.5,0,0.3,0,0,0.2,2018-05-02,1.1
dphupn8,40.11471,-83.01202,Columbus,Franklin,Ohio,United States of America,US-OH,3.5278,1.1797,6,0.1463,4.1667,7.1667,"{""dphupn3"":0.0874, ""dphupnb"":0.1609, ""dphunyr"":0.0672, ""dphupn8"":0.1332, ""dphunyx"":0.0595, ""dphupn2"":0.0857, ""dphupn9"":0.1334, ""dphunyz"":0.2728}","{""00"": null, ""01"": 0.1667, ""02"": null, ""03"": null, ""04"": null, ""05"": null, ""06"": null, ""07"": null, ""08"": null, ""09"": null, ""10"": null, ""11"": null, ""12"": 0.1667, ""13"": null, ""14"": null, ""15"": null, ""16"": null, ""17"": 0.1667, ""18"": 0.1667, ""19"": 0.1667, ""20"": null, ""21"": null, ""22"": 0.1667, ""23"": null}",0.5,0.1667,0.3333,0,0,0,2018-05-02,1.1
dphupqg,40.11613,-82.99695,Columbus,Franklin,Ohio,United States of America,US-OH,8.4553,2.177,38,0.0182,4.0263,6.5789,"{""dphupqd"":0.0712, ""dphuprh"":0.0792, ""dphupqu"":0.0619, ""dphupqs"":0.0615, ""dphupqe"":0.2676, ""dphupqg"":0.2953, ""dphupr5"":0.1033, ""dphupqf"":0.06}","{""00"": null, ""01"": null, ""02"": null, ""03"": null, ""04"": null, ""05"": null, ""06"": 0.0909, ""07"": 0.0909, ""08"": 0.0909, ""09"": null, ""10"": 0.0909, ""11"": 0.0909, ""12"": null, ""13"": 0.0909, ""14"": 0.0909, ""15"": 0.0909, ""16"": 0.0909, ""17"": 0.0909, ""18"": 0.0909, ""19"": null, ""20"": null, ""21"": null, ""22"": null, ""23"": null}",0.0526,0.3684,0.5789,0,0,0,2018-05-02,1.1
dphgr34,39.95259,-82.99868,Columbus,Franklin,Ohio,United States of America,US-OH,3.8696,1.4435,73,0.0957,4.4932,7,"{""dphgr31"":0.1133, ""dphgr34"":0.1756, ""dphgr35"":0.0674, ""dphgr2f"":0.1083, ""dphgr36"":0.1007, ""dphgr2g"":0.0795, ""dphgr37"":0.1453, ""dphgr2c"":0.0905, ""dphgr33"":0.1195}","{""00"": null, ""01"": null, ""02"": null, ""03"": null, ""04"": null, ""05"": 0.0855, ""06"": 0.0789, ""07"": 0.0789, ""08"": 0.0789, ""09"": 0.1053, ""10"": 0.0789, ""11"": 0.0789, ""12"": 0.0829, ""13"": 0.0947, ""14"": null, ""15"": null, ""16"": null, ""17"": 0.0789, ""18"": 0.0789, ""19"": null, ""20"": 0.0789, ""21"": null, ""22"": null, ""23"": null}",0.6301,0.2877,0.0822,0,0,0,2018-05-02,1.1
dphgwzj,40.02879,-83.01571,Columbus,Franklin,Ohio,United States of America,US-OH,1.3389,1.3616,9,0.1765,4.7778,7.5556,"{""dphgwzn"":0.2217, ""dphgwzh"":0.3695, ""dphgwyv"":0.0887, ""dphgwzm"":0.1741, ""dphgwzj"":0.1165, ""dphgwyy"":0.0296}","{""00"": null, ""01"": null, ""02"": null, ""03"": null, ""04"": null, ""05"": null, ""06"": null, ""07"": null, ""08"": 0.2, ""09"": 0.2, ""10"": 0.2, ""11"": null, ""12"": null, ""13"": 0.2, ""14"": null, ""15"": 0.2, ""16"": null, ""17"": null, ""18"": null, ""19"": null, ""20"": null, ""21"": null, ""22"": null, ""23"": null}",0.5556,0.4444,0,0,0,0,2018-05-02,1.1
dphgr7b,39.9679,-83.00086,Columbus,Franklin,Ohio,United States of America,US-OH,4.9559,1.7233,17,0.0548,5.1765,8.2353,"{""dphgrhp"":0.1166, ""dphgrk1"":0.0996, ""dphgr7b"":0.2074, ""dphgr5x"":0.0678, ""dphgr79"":0.0943, ""dphgr5z"":0.0471, ""dphgrk0"":0.1456, ""dphgr78"":0.1363, ""dphgr7c"":0.0853}","{""00"": null, ""01"": null, ""02"": null, ""03"": null, ""04"": 0.0769, ""05"": 0.0769, ""06"": 0.0769, ""07"": 0.0769, ""08"": null, ""09"": 0.0769, ""10"": null, ""11"": 0.0769, ""12"": 0.0769, ""13"": 0.0769, ""14"": null, ""15"": 0.0769, ""16"": 0.0769, ""17"": 0.0769, ""18"": 0.1538, ""19"": null, ""20"": null, ""21"": null, ""22"": null, ""23"": null}",0.0588,0.1765,0.5294,0,0,0.2353,2018-05-02,1.1
dphuppk,40.11828,-83.00604,Columbus,Franklin,Ohio,United States of America,US-OH,2.7952,1.0451,38,0.322,4.5263,7.1842,"{""dphuppk"":0.2069, ""dphuppj"":0.0871, ""dphupph"":0.2437, ""dphupp5"":0.0826, ""dphupp7"":0.2981, ""dphuppm"":0.0816}","{""00"": null, ""01"": null, ""02"": null, ""03"": null, ""04"": 0.0833, ""05"": 0.0833, ""06"": null, ""07"": null, ""08"": 0.0833, ""09"": 0.0833, ""10"": 0.0833, ""11"": 0.0833, ""12"": 0.0833, ""13"": 0.0833, ""14"": 0.0833, ""15"": 0.0833, ""16"": 0.0833, ""17"": 0.0833, ""18"": null, ""19"": null, ""20"": null, ""21"": null, ""22"": null, ""23"": null}",0.8158,0.0263,0.0789,0,0,0.0789,2018-05-02,1.1
dphupn2,40.1136,-83.01187,Columbus,Franklin,Ohio,United States of America,US-OH,6.9472,3.6969,6,0.0612,6.1667,9.6667,"{""dphupn8"":0.0847, ""dphupn0"":0.0426, ""dphupn3"":0.0926, ""dphunyx"":0.0639, ""dphunyr"":0.0713, ""dphupn2"":0.3463, ""dphupn1"":0.0403, ""dphupn9"":0.2469, ""dphunyp"":0.0113}","{""00"": null, ""01"": null, ""02"": null, ""03"": null, ""04"": null, ""05"": null, ""06"": null, ""07"": null, ""08"": null, ""09"": null, ""10"": null, ""11"": null, ""12"": null, ""13"": null, ""14"": 0.2, ""15"": null, ""16"": 0.2, ""17"": null, ""18"": 0.2, ""19"": null, ""20"": null, ""21"": null, ""22"": 0.2, ""23"": 0.2}",0.1667,0.3333,0.1667,0,0,0.3333,2018-05-02,1.1
dphgrdg,39.96173,-82.9861,Columbus,Franklin,Ohio,United States of America,US-OH,4.5972,1.512,6,0.1395,5.1667,8.6667,"{""dphgre5"":0.0933, ""dphgrdg"":0.263, ""dphgre4"":0.1112, ""dphgrds"":0.0533, ""dphgrdu"":0.0804, ""dphgreh"":0.0298, ""dphgrdf"":0.1452, ""dphgrde"":0.2237}","{""00"": null, ""01"": null, ""02"": null, ""03"": null, ""04"": null, ""05"": null, ""06"": null, ""07"": 0.1667, ""08"": null, ""09"": null, ""10"": null, ""11"": null, ""12"": 0.1667, ""13"": 0.1667, ""14"": 0.1667, ""15"": null, ""16"": null, ""17"": null, ""18"": 0.1667, ""19"": 0.1667, ""20"": null, ""21"": null, ""22"": null, ""23"": null}",0.1667,0,0.6667,0,0,0.1667,2018-05-02,1.1
dphgr5y,39.96738,-83.0034,Columbus,Franklin,Ohio,United States of America,US-OH,6.7583,3.5477,6,0.0408,5.5,8.1667,"{""dphgrhp"":0.0867, ""dphgrhj"":0.4439, ""dphgr5z"":0.0233, ""dphgr5w"":0.0648, ""dphgr5t"":0.0409, ""dphgr5v"":0.0634, ""dphgr5x"":0.1163, ""dphgrhn"":0.0793, ""dphgr5y"":0.0815}","{""00"": null, ""01"": null, ""02"": null, ""03"": null, ""04"": null, ""05"": null, ""06"": 0.25, ""07"": null, ""08"": 0.25, ""09"": 0.25, ""10"": null, ""11"": null, ""12"": 0.25, ""13"": null, ""14"": null, ""15"": null, ""16"": null, ""17"": null, ""18"": null, ""19"": null, ""20"": null, ""21"": null, ""22"": null, ""23"": null}",0.1667,0,0.6667,0,0,0.1667,2018-05-02,1.1
dphgr3f,39.95625,-82.99856,Columbus,Franklin,Ohio,United States of America,US-OH,8.925,1.3165,6,0.12,6.1667,9.3333,"{""dphgr3d"":0.0332, ""dphgr3c"":0.1034, ""dphgr3f"":0.1675, ""dphgr61"":0.0906, ""dphgr3e"":0.0906, ""dphgr39"":0.2496, ""dphgr65"":0.105, ""dphgr64"":0.0421, ""dphgr3g"":0.1179}","{""00"": null, ""01"": null, ""02"": null, ""03"": null, ""04"": null, ""05"": null, ""06"": null, ""07"": null, ""08"": 0.1667, ""09"": null, ""10"": 0.1667, ""11"": null, ""12"": null, ""13"": 0.1667, ""14"": 0.1667, ""15"": null, ""16"": 0.1667, ""17"": null, ""18"": null, ""19"": null, ""20"": 0.1667, ""21"": null, ""22"": null, ""23"": null}",0.1667,0.1667,0.6667,0,0,0,2018-05-02,1.1
dphgx4e,40.00451,-83.00815,Columbus,Franklin,Ohio,United States of America,US-OH,7.6306,1.9872,6,0.2069,4.8333,9.1667,"{""dphgx47"":0.0269, ""dphgx4e"":0.2446, ""dphgx46"":0.1643, ""dphgx4d"":0.1693, ""dphgx4f"":0.1713, ""dphgx4u"":0.0717, ""dphgx4g"":0.0687, ""dphgx4s"":0.0574, ""dphgx4k"":0.0259}","{""00"": null, ""01"": null, ""02"": null, ""03"": null, ""04"": null, ""05"": null, ""06"": null, ""07"": null, ""08"": 0.1667, ""09"": 0.1667, ""10"": null, ""11"": 0.1667, ""12"": 0.1667, ""13"": null, ""14"": null, ""15"": 0.1667, ""16"": 0.1667, ""17"": null, ""18"": null, ""19"": null, ""20"": null, ""21"": null, ""22"": null, ""23"": null}",0.1667,0,0.8333,0,0,0,2018-05-02,1.1
dpj57nm,39.98128,-82.82947,Columbus,Franklin,Ohio,United States of America,US-OH,4.7833,1.2757,6,0.1538,4,6.3333,"{""dpj57ns"":0.075, ""dpj57nq"":0.1684, ""dpj57nk"":0.232, ""dpj57nm"":0.2997, ""dpj57nw"":0.0885, ""dpj57nt"":0.1364}","{""00"": null, ""01"": null, ""02"": null, ""03"": null, ""04"": null, ""05"": null, ""06"": null, ""07"": 0.25, ""08"": null, ""09"": null, ""10"": null, ""11"": null, ""12"": 0.25, ""13"": null, ""14"": 0.25, ""15"": 0.25, ""16"": null, ""17"": null, ""18"": null, ""19"": null, ""20"": null, ""21"": null, ""22"": null, ""23"": null}",0.1667,0,0.8333,0,0,0,2018-05-02,1.1
dphgr7q,39.96433,-82.99249,Columbus,Franklin,Ohio,United States of America,US-OH,5.1691,1.3978,96,0.1488,5.2695,8.2552,"{""dphgr7r"":0.0997, ""dphgr7j"":0.1793, ""dphgr7q"":0.1524, ""dphgr7t"":0.0578, ""dphgr7w"":0.0744, ""dphgr7n"":0.1004, ""dphgr7p"":0.0814, ""dphgr7x"":0.1509, ""dphgr7m"":0.1038}","{""00"": null, ""01"": null, ""02"": null, ""03"": null, ""04"": null, ""05"": null, ""06"": 0.0884, ""07"": 0.0929, ""08"": 0.0884, ""09"": 0.1032, ""10"": 0.0884, ""11"": 0.0884, ""12"": 0.0884, ""13"": 0.0884, ""14"": 0.0965, ""15"": 0.0884, ""16"": 0.0884, ""17"": null, ""18"": null, ""19"": null, ""20"": null, ""21"": null, ""22"": null, ""23"": null}",0.2292,0.0104,0.1979,0,0,0.5625,2018-05-02,1.1
dphgr8z,39.95092,-82.98056,Columbus,Franklin,Ohio,United States of America,US-OH,3.7,1.353,5,0.1563,5.2,7.8,"{""dphgrbb"":0.2348, ""dphgrb8"":0.1575, ""dphgr8y"":0.1565, ""dphgr8w"":0.0288, ""dphgr8z"":0.1455, ""dphgr9p"":0.0103, ""dphgr9n"":0.0997, ""dphgr8x"":0.1668}","{""00"": null, ""01"": null, ""02"": null, ""03"": null, ""04"": null, ""05"": 0.25, ""06"": null, ""07"": null, ""08"": 0.25, ""09"": null, ""10"": null, ""11"": null, ""12"": 0.25, ""13"": null, ""14"": null, ""15"": 0.25, ""16"": null, ""17"": null, ""18"": null, ""19"": null, ""20"": null, ""21"": null, ""22"": null, ""23"": null}",0.6,0,0.2,0.2,0,0,2018-05-02,1.1
dphuj5p,40.09531,-83.08996,Columbus,Franklin,Ohio,United States of America,US-OH,5.03,1.5209,5,0.1429,5,7.8,"{""dphuj4z"":0.1528, ""dphuj5p"":0.13, ""dphuj5r"":0.0895, ""dphuj4y"":0.0888, ""dphuj5n"":0.2688, ""dphuj70"":0.1208, ""dphuj5q"":0.1492}","{""00"": null, ""01"": null, ""02"": null, ""03"": null, ""04"": null, ""05"": null, ""06"": null, ""07"": null, ""08"": null, ""09"": null, ""10"": null, ""11"": 0.25, ""12"": null, ""13"": 0.25, ""14"": null, ""15"": 0.25, ""16"": null, ""17"": null, ""18"": 0.25, ""19"": null, ""20"": null, ""21"": null, ""22"": null, ""23"": null}",0.6,0,0.4,0,0,0,2018-05-02,1.1
dphgr7n,39.96398,-82.9923,Columbus,Franklin,Ohio,United States of America,US-OH,4.4412,1.0451,586,0.2542,4.5086,7.7246,"{""dphgr7j"":0.1312, ""dphgr6v"":0.0254, ""dphgr6y"":0.0715, ""dphgr7q"":0.1018, ""dphgr7r"":0.1441, ""dphgr7p"":0.1105, ""dphgr7n"":0.173, ""dphgr6z"":0.1049, ""dphgr7m"":0.1377}","{""00"": null, ""01"": null, ""02"": null, ""03"": null, ""04"": null, ""05"": null, ""06"": 0.146, ""07"": 0.1232, ""08"": 0.0877, ""09"": 0.0723, ""10"": 0.0757, ""11"": 0.0826, ""12"": 0.0837, ""13"": 0.0862, ""14"": 0.0838, ""15"": 0.0867, ""16"": 0.0723, ""17"": null, ""18"": null, ""19"": null, ""20"": null, ""21"": null, ""22"": null, ""23"": null}",0.5546,0,0.0239,0,0,0.4215,2018-05-02,1.1
dphgzqj,40.06748,-82.99423,Columbus,Franklin,Ohio,United States of America,US-OH,2.1306,1.0347,6,0.2308,5,8.6667,"{""dphgzmu"":0.237, ""dphgzmv"":0.1234, ""dphgzqq"":0.0739, ""dphgzqn"":0.1656, ""dphgzqj"":0.4002}","{""00"": null, ""01"": null, ""02"": null, ""03"": null, ""04"": null, ""05"": null, ""06"": null, ""07"": null, ""08"": null, ""09"": 0.2, ""10"": 0.2, ""11"": null, ""12"": 0.2, ""13"": 0.2, ""14"": 0.2, ""15"": null, ""16"": null, ""17"": null, ""18"": null, ""19"": null, ""20"": null, ""21"": null, ""22"": null, ""23"": null}",0.6667,0.1667,0.1667,0,0,0,2018-05-02,1.1
dpjh56c,40.09399,-82.82407,Columbus,Franklin,Ohio,United States of America,US-OH,5.2643,1.4753,7,0.1111,6.8571,9.8571,"{""dpjh56c"":0.2302, ""dpjh56b"":0.0439, ""dpjh570"":0.0401, ""dpjh56f"":0.0776, ""dpjh569"":0.3985, ""dpjh56d"":0.0675, ""dpjh571"":0.0776, ""dpjh574"":0.0646}","{""00"": null, ""01"": null, ""02"": null, ""03"": null, ""04"": null, ""05"": null, ""06"": null, ""07"": null, ""08"": 0.1667, ""09"": 0.1667, ""10"": 0.1667, ""11"": null, ""12"": 0.1667, ""13"": null, ""14"": null, ""15"": 0.1667, ""16"": null, ""17"": null, ""18"": 0.1667, ""19"": null, ""20"": null, ""21"": null, ""22"": null, ""23"": null}",0.1429,0.2857,0,0,0.4286,0.1429,2018-05-02,1.1
dphg7y6,39.9814,-83.15183,Columbus,Franklin,Ohio,United States of America,US-OH,4.4643,1.9392,7,0.0707,5.2857,8.7143,"{""dphg7y9"":0.0504, ""dphg7y3"":0.0588, ""dphg7y6"":0.0953, ""dphg7y5"":0.1082, ""dphg7ye"":0.1202, ""dphg7y7"":0.1153, ""dphg7y1"":0.4066, ""dphg7yd"":0.045}","{""00"": null, ""01"": null, ""02"": null, ""03"": null, ""04"": null, ""05"": 0.1429, ""06"": null, ""07"": null, ""08"": null, ""09"": null, ""10"": 0.1429, ""11"": 0.1429, ""12"": 0.1429, ""13"": null, ""14"": 0.1429, ""15"": 0.1429, ""16"": null, ""17"": null, ""18"": null, ""19"": 0.1429, ""20"": null, ""21"": null, ""22"": null, ""23"": null}",0.1429,0.1429,0.2857,0,0.1429,0.2857,2018-05-02,1.1
dphgrh5,39.96865,-83.00772,Columbus,Franklin,Ohio,United States of America,US-OH,4.781,2.6477,7,0.1556,4.7143,7.4286,"{""dphgr5f"":0.1657, ""dphgrh4"":0.1682, ""dphgrh5"":0.1821, ""dphgrh7"":0.22, ""dphgrh6"":0.086, ""dphgr5g"":0.1022, ""dphgrhh"":0.0759}","{""00"": null, ""01"": null, ""02"": null, ""03"": null, ""04"": null, ""05"": null, ""06"": null, ""07"": 0.2, ""08"": null, ""09"": 0.2, ""10"": null, ""11"": 0.2, ""12"": null, ""13"": 0.2, ""14"": null, ""15"": 0.2, ""16"": null, ""17"": null, ""18"": null, ""19"": null, ""20"": null, ""21"": null, ""22"": null, ""23"": null}",0.1429,0,0.2857,0.1429,0.1429,0.2857,2018-05-02,1.1
dpj5c68,40.04871,-82.9134,Columbus,Franklin,Ohio,United States of America,US-OH,5.6881,1.5972,7,0.1045,4.4286,7.4286,"{""dpj5c4x"":0.2164, ""dpj5c69"":0.1098, ""dpj5c6c"":0.0545, ""dpj5c62"":0.0629, ""dpj5c4z"":0.1898, ""dpj5c63"":0.1153, ""dpj5c68"":0.1629, ""dpj5c6b"":0.0884}","{""00"": null, ""01"": null, ""02"": null, ""03"": null, ""04"": null, ""05"": null, ""06"": null, ""07"": null, ""08"": null, ""09"": null, ""10"": 0.2, ""11"": null, ""12"": 0.2, ""13"": null, ""14"": 0.2, ""15"": 0.2, ""16"": null, ""17"": null, ""18"": 0.2, ""19"": null, ""20"": null, ""21"": null, ""22"": null, ""23"": null}",0.1429,0.2857,0.2857,0,0,0.2857,2018-05-02,1.1
dphunzn,40.11738,-83.01463,Columbus,Franklin,Ohio,United States of America,US-OH,3.4143,1.2678,7,0.0886,5.1429,8,"{""dphunyy"":0.147, ""dphunzm"":0.0447, ""dphunzp"":0.1034, ""dphunzj"":0.0931, ""dphunzn"":0.2664, ""dphunzq"":0.1582, ""dphunyv"":0.0755, ""dphunyz"":0.1117}","{""00"": null, ""01"": null, ""02"": null, ""03"": null, ""04"": null, ""05"": null, ""06"": null, ""07"": 0.1667, ""08"": null, ""09"": 0.1667, ""10"": null, ""11"": null, ""12"": null, ""13"": 0.1667, ""14"": null, ""15"": 0.1667, ""16"": null, ""17"": 0.1667, ""18"": 0.1667, ""19"": null, ""20"": null, ""21"": null, ""22"": null, ""23"": null}",0.1429,0.1429,0.5714,0,0,0.1429,2018-05-02,1.1
dphgqr2,39.98667,-83.04484,Columbus,Franklin,Ohio,United States of America,US-OH,3.3,1.4063,7,0.175,4.1429,7.1429,"{""dphgqr9"":0.158, ""dphgqr0"":0.1107, ""dphgqpx"":0.0279, ""dphgqr3"":0.1255, ""dphgqr2"":0.1647, ""dphgqr8"":0.4132}","{""00"": null, ""01"": null, ""02"": null, ""03"": null, ""04"": 0.25, ""05"": null, ""06"": 0.25, ""07"": null, ""08"": null, ""09"": null, ""10"": null, ""11"": 0.25, ""12"": null, ""13"": null, ""14"": null, ""15"": null, ""16"": null, ""17"": 0.25, ""18"": null, ""19"": null, ""20"": null, ""21"": null, ""22"": null, ""23"": null}",0.1429,0.2857,0.5714,0,0,0,2018-05-02,1.1
dphgurb,40.07738,-83.13283,Columbus,Franklin,Ohio,United States of America,US-OH,3.9952,1.1494,7,0.1795,6,8.7143,"{""dphgupz"":0.0527, ""dphgupx"":0.0611, ""dphuh0p"":0.0383, ""dphgur8"":0.0484, ""dphuh20"":0.0383, ""dphgurb"":0.1109, ""dphuh21"":0.2491, ""dphgurc"":0.1052, ""dphgur9"":0.296}","{""00"": null, ""01"": null, ""02"": null, ""03"": null, ""04"": null, ""05"": null, ""06"": null, ""07"": null, ""08"": null, ""09"": 0.2, ""10"": 0.2, ""11"": 0.2, ""12"": null, ""13"": null, ""14"": null, ""15"": null, ""16"": null, ""17"": null, ""18"": null, ""19"": null, ""20"": null, ""21"": 0.2, ""22"": 0.2, ""23"": null}",0.1429,0,0.4286,0,0.1429,0.2857,2018-05-02,1.1
dphgrnw,39.98277,-83.00386,Columbus,Franklin,Ohio,United States of America,US-OH,5.0976,1.4504,7,0.2917,4.1429,7.2857,"{""dphgrnw"":0.1871, ""dphgrnq"":0.1509, ""dphgrnm"":0.0556, ""dphgrnt"":0.1835, ""dphgrny"":0.1198, ""dphgrnr"":0.0941, ""dphgrnx"":0.1469, ""dphgrnv"":0.062}","{""00"": null, ""01"": null, ""02"": null, ""03"": null, ""04"": null, ""05"": null, ""06"": null, ""07"": null, ""08"": null, ""09"": 0.25, ""10"": null, ""11"": null, ""12"": 0.25, ""13"": null, ""14"": null, ""15"": 0.25, ""16"": null, ""17"": null, ""18"": 0.25, ""19"": null, ""20"": null, ""21"": null, ""22"": null, ""23"": null}",0.1429,0.1429,0.4286,0,0,0.2857,2018-05-02,1.1
dpj58h3,40.01415,-82.96701,Columbus,Franklin,Ohio,United States of America,US-OH,4.6929,4.0652,7,0.3182,4.8571,7.2857,"{""dpj58h0"":0.125, ""dpj58hd"":0.0625, ""dpj58h2"":0.1287, ""dpj58h3"":0.2894, ""dpj58h8"":0.1324, ""dpj58h1"":0.0184, ""dpj58h6"":0.0588, ""dpj58h9"":0.1848}","{""00"": null, ""01"": null, ""02"": null, ""03"": null, ""04"": null, ""05"": null, ""06"": null, ""07"": null, ""08"": null, ""09"": null, ""10"": 0.2, ""11"": null, ""12"": null, ""13"": 0.2, ""14"": 0.2, ""15"": 0.2, ""16"": null, ""17"": null, ""18"": 0.2, ""19"": null, ""20"": null, ""21"": null, ""22"": null, ""23"": null}",0.1429,0.4286,0.4286,0,0,0,2018-05-02,1.1
dphups6,40.10242,-82.98705,Columbus,Franklin,Ohio,United States of America,US-OH,2.4738,1.0332,7,0.2593,4.8571,6.8571,"{""dphups7"":0.0966, ""dphups6"":0.3262, ""dphups3"":0.0436, ""dphupsd"":0.1553, ""dphups5"":0.1144, ""dphupse"":0.0507, ""dphups9"":0.0681, ""dphups4"":0.1451}","{""00"": null, ""01"": null, ""02"": null, ""03"": null, ""04"": null, ""05"": null, ""06"": null, ""07"": null, ""08"": 0.2, ""09"": null, ""10"": 0.2, ""11"": null, ""12"": 0.2, ""13"": 0.2, ""14"": null, ""15"": null, ""16"": null, ""17"": 0.2, ""18"": null, ""19"": null, ""20"": null, ""21"": null, ""22"": null, ""23"": null}",0.1429,0,0.8571,0,0,0,2018-05-02,1.1
dpj591q,39.99799,-82.91614,Columbus,Franklin,Ohio,United States of America,US-OH,3.0306,1.025,6,0.5455,6,8,"{""dpj591x"":0.1029, ""dpj591w"":0.0703, ""dpj591m"":0.1932, ""dpj591q"":0.4655, ""dpj591r"":0.0954, ""dpj591t"":0.0728}","{""00"": null, ""01"": null, ""02"": null, ""03"": null, ""04"": 0.1667, ""05"": null, ""06"": 0.1667, ""07"": 0.1667, ""08"": null, ""09"": null, ""10"": null, ""11"": 0.1667, ""12"": 0.1667, ""13"": null, ""14"": null, ""15"": null, ""16"": null, ""17"": null, ""18"": null, ""19"": 0.1667, ""20"": null, ""21"": null, ""22"": null, ""23"": null}",0.3333,0.5,0.1667,0,0,0,2018-05-02,1.1
dphgr4z,39.96195,-83.00219,Columbus,Franklin,Ohio,United States of America,US-OH,7.75,2.4251,6,0.0833,5,8.5,"{""dphgr6b"":0.136, ""dphgr70"":0.0709, ""dphgr68"":0.0284, ""dphgr4y"":0.1017, ""dphgr4w"":0, ""dphgr4x"":0.0581, ""dphgr5n"":0.3382, ""dphgr5p"":0.134, ""dphgr4z"":0.1328}","{""00"": null, ""01"": null, ""02"": null, ""03"": null, ""04"": null, ""05"": null, ""06"": null, ""07"": null, ""08"": null, ""09"": 0.25, ""10"": 0.25, ""11"": 0.25, ""12"": null, ""13"": 0.25, ""14"": null, ""15"": null, ""16"": null, ""17"": null, ""18"": null, ""19"": null, ""20"": null, ""21"": null, ""22"": null, ""23"": null}",0.3333,0,0.6667,0,0,0,2018-05-02,1.1
dphgh75,39.91949,-83.1288,Columbus,Franklin,Ohio,United States of America,US-OH,9.2889,1.9829,6,0.0195,4.1667,7.3333,"{""dphgh74"":0.478, ""dphgh7k"":0.046, ""dphgh76"":0.163, ""dphgh77"":0, ""dphgh7h"":0.0697, ""dphgh75"":0.2433}","{""00"": null, ""01"": null, ""02"": null, ""03"": null, ""04"": null, ""05"": null, ""06"": null, ""07"": null, ""08"": 0.2, ""09"": null, ""10"": null, ""11"": 0.2, ""12"": 0.2, ""13"": 0.2, ""14"": null, ""15"": 0.2, ""16"": null, ""17"": null, ""18"": null, ""19"": null, ""20"": null, ""21"": null, ""22"": null, ""23"": null}",0.3333,0,0.6667,0,0,0,2018-05-02,1.1
dphgr2c,39.95114,-82.99946,Columbus,Franklin,Ohio,United States of America,US-OH,5.0167,1.7318,6,0.0594,5.3333,8.1667,"{""dphgr2b"":0.0267, ""dphgr2c"":0.2343, ""dphgr31"":0.0908, ""dphgr2f"":0.1402, ""dphgr30"":0.1536, ""dphgr29"":0.2764, ""dphgr34"":0.0781}","{""00"": null, ""01"": null, ""02"": null, ""03"": null, ""04"": null, ""05"": null, ""06"": null, ""07"": 0.2, ""08"": null, ""09"": null, ""10"": null, ""11"": null, ""12"": null, ""13"": 0.2, ""14"": 0.2, ""15"": null, ""16"": null, ""17"": null, ""18"": null, ""19"": 0.2, ""20"": 0.2, ""21"": null, ""22"": null, ""23"": null}",0.3333,0.1667,0.3333,0,0,0.1667,2018-05-02,1.1
